06-27 13:26:12.243 30478-30853/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0-header: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-27 13:27:02.507 30478-30935/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 50000,151,104,88,29,29,38,5,23,29,14,0,0,45011,63499,8,0
06-27 13:27:02.523 30478-30945/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 50003,180,112,91,41,41,43,7,15,41,13,0,0,72967,68336,11,0
06-27 13:27:02.523 30478-30940/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 50009,89,86,66,9,9,45,5,26,9,6,0,0,18128,69523,6,0
06-27 13:27:02.529 30478-30950/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 50001,171,101,90,35,35,31,11,9,35,26,0,0,66071,53401,9,0
06-27 13:27:02.534 30478-30955/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 50000,154,115,87,26,26,45,15,12,26,32,0,0,46013,74455,9,0
06-27 13:27:02.541 30478-30960/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 50001,160,98,69,39,39,33,13,11,39,15,0,0,60321,53969,8,0
06-27 13:27:02.550 30478-30965/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 50001,123,114,83,19,19,58,2,31,19,6,0,0,30709,89852,8,0
06-27 13:27:02.559 30478-30970/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 50003,110,61,91,9,9,33,1,17,9,2,0,0,22191,50906,10,0
06-27 13:27:02.563 30478-30975/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 50000,132,91,85,19,19,41,9,18,19,13,0,0,30146,66787,7,0
06-27 13:27:12.243 30478-31035/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 60001,282,164,107,69,69,32,37,1,69,62,0,0,126690,68953,11,0
06-27 13:27:12.369 30478-31042/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 60003,328,209,100,96,96,43,36,12,96,58,0,0,159531,90352,11,0
06-27 13:27:12.390 30478-31049/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 60001,203,125,111,42,42,45,8,26,42,12,0,0,80970,81947,13,0
06-27 13:27:12.397 30478-31052/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 60001,212,163,69,63,63,49,17,19,63,32,0,0,78018,82418,7,0
06-27 13:27:12.409 30478-31053/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 60001,169,108,100,31,31,43,7,18,31,16,0,0,59013,69874,9,0
06-27 13:27:12.420 30478-31055/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 60000,228,143,106,52,52,44,18,19,52,28,0,0,80179,80515,8,0
06-27 13:27:12.490 30478-31063/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 60004,200,121,106,40,40,42,14,17,40,22,0,0,69613,69710,7,0
06-27 13:27:12.495 30478-30925/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 60001,382,258,99,117,117,51,49,13,117,77,0,0,176333,100718,6,0
06-27 13:27:12.501 30478-30930/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 60000,412,276,99,131,131,56,51,8,131,81,0,0,219988,113867,11,0
06-27 13:27:12.508 30478-30935/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 60000,198,149,104,43,43,59,8,28,43,19,0,0,66032,94358,8,0
06-27 13:27:12.514 30478-31065/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 60002,120,132,78,15,15,64,12,39,15,14,0,0,27270,101107,6,0
06-27 13:27:12.521 30478-31069/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 60001,225,153,111,51,51,58,12,23,51,21,0,0,90650,96307,10,0
06-27 13:27:12.527 30478-31072/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 60001,236,170,108,49,49,55,30,18,49,48,0,0,90789,93798,9,0
06-27 13:27:12.532 30478-31071/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 60000,190,154,105,33,33,62,19,21,33,38,0,0,58047,99538,9,0
06-27 13:27:12.541 30478-31073/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 60001,211,151,69,59,59,42,24,17,59,33,0,0,88878,75052,8,0
06-27 13:27:12.550 30478-31076/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 60001,137,142,91,20,20,74,6,38,20,10,0,0,33374,110207,8,0
06-27 13:27:12.557 30478-31075/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 60001,121,73,100,10,10,41,1,20,10,2,0,0,24433,62072,9,0
06-27 13:27:12.564 30478-31074/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 60000,177,167,95,31,31,72,20,36,31,28,0,0,45075,120010,5,0
06-27 13:27:13.424 30478-31057/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 60004,198,122,111,41,41,46,5,19,41,16,0,0,78737,74980,12,0
06-27 13:27:13.903 30478-31056/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 60001,445,315,74,149,149,46,73,6,149,114,0,0,208947,116741,10,4
06-27 13:27:20.570 30478-31060/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 60000,481,320,103,149,149,54,80,2,149,115,0,0,230512,126818,8,0
06-27 13:27:20.702 30478-30900/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 60001,517,361,102,160,160,60,95,5,160,136,0,0,223462,139338,7,0
06-27 13:27:20.814 30478-31059/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 60001,276,183,121,67,67,53,21,28,67,35,0,0,123424,94204,12,0
06-27 13:27:20.863 30478-31061/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 60000,363,233,131,100,100,56,32,15,100,62,0,0,190095,105305,13,0
06-27 13:27:22.243 30478-30853/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 70001,376,229,127,99,99,42,51,7,99,81,0,0,176470,93102,10,0
06-27 13:27:22.372 30478-30858/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 70004,365,235,110,106,106,47,43,13,106,69,0,0,174992,101123,9,0
06-27 13:27:22.382 30478-30863/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 70001,241,148,131,48,48,54,14,28,48,18,0,0,92647,99090,12,0
06-27 13:27:22.394 30478-30868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 70001,235,186,76,70,70,57,19,22,70,37,0,0,86187,97196,6,0
06-27 13:27:22.410 30478-30873/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 70001,211,151,118,39,39,61,15,25,39,26,0,0,72770,99632,8,0
06-27 13:27:22.420 30478-30878/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 70000,284,204,122,67,67,66,28,31,67,40,0,0,103260,121356,8,0
06-27 13:27:22.440 30478-30888/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 70002,233,158,131,47,47,58,8,30,47,23,0,0,91035,95382,12,0
06-27 13:27:22.454 30478-30883/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 70027,450,315,79,149,149,46,73,6,149,114,0,0,209512,116741,10,4
06-27 13:27:22.456 30478-30900/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 70001,517,361,102,160,160,60,95,5,160,136,0,0,223462,139338,7,0
06-27 13:27:22.456 30478-31060/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 70009,504,333,111,155,155,56,83,3,155,119,0,0,239752,131183,8,0
06-27 13:27:22.474 30478-31059/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 70011,276,183,121,67,67,53,21,28,67,35,0,0,123424,94204,12,0
06-27 13:27:22.487 30478-30918/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 70001,243,180,119,50,50,68,24,27,50,35,0,0,83368,111768,6,0
06-27 13:27:22.492 30478-30908/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 70021,365,238,131,101,101,60,32,15,101,62,0,0,191967,110731,13,0
06-27 13:27:22.495 30478-30923/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 70001,508,364,111,160,160,72,77,21,160,111,0,0,229444,145355,6,0
06-27 13:27:22.500 30478-30928/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 70000,470,322,119,147,147,69,57,13,147,93,0,0,247188,135970,11,0
06-27 13:27:22.508 30478-30933/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 70001,224,173,120,48,48,71,8,34,48,20,0,0,74095,114123,8,0
06-27 13:27:22.513 30478-30938/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 70001,142,158,90,19,19,75,14,47,19,17,0,0,33423,119438,6,0
06-27 13:27:22.524 30478-30943/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 70001,246,172,120,56,56,66,14,27,56,23,0,0,98159,109470,8,0
06-27 13:27:22.531 30478-30948/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 70001,287,228,126,60,60,74,41,29,60,65,0,0,110155,129135,9,0
06-27 13:27:22.537 30478-30953/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 70000,231,210,114,42,42,82,33,30,42,56,0,0,72943,133598,9,0
06-27 13:27:22.550 30478-30958/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 70001,239,173,77,69,69,51,24,20,69,33,0,0,101124,90982,8,0
06-27 13:27:22.552 30478-30963/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 70003,145,167,99,20,20,80,6,55,20,12,0,0,34286,123018,8,0
06-27 13:27:22.557 30478-30968/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 70001,152,125,116,16,16,68,4,34,16,7,0,0,34142,100236,8,0
06-27 13:27:22.565 30478-30973/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 70000,191,190,100,34,34,82,23,43,34,31,0,0,49136,136900,5,0
06-27 13:27:27.769 30478-30915/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 60000,202,188,77,44,44,67,37,32,44,45,0,0,53716,119378,4,0
06-27 13:27:27.770 30478-30913/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 75290,202,188,77,44,44,67,37,32,44,45,0,0,53716,119378,4,0
06-27 13:27:32.245 30478-31273/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 80002,440,278,147,114,114,57,65,7,114,100,0,0,203863,117429,9,0
06-27 13:27:32.370 30478-31274/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 80003,461,317,128,137,137,70,59,18,137,92,0,0,219468,137828,9,0
06-27 13:27:32.383 30478-31275/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 80001,261,153,151,48,48,56,14,31,48,18,0,0,94907,104061,9,0
06-27 13:27:32.395 30478-31276/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 80001,270,211,88,79,79,62,24,28,79,42,0,0,97791,110346,6,0
06-27 13:27:32.409 30478-31277/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 80001,248,189,134,46,46,77,22,32,46,34,0,0,84409,125299,8,0
06-27 13:27:32.420 30478-31278/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 80001,335,271,138,81,81,95,35,46,81,49,0,0,124586,163547,8,0
06-27 13:27:32.429 30478-31279/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 80001,486,344,89,157,157,52,83,6,157,129,0,0,219281,129845,9,5
06-27 13:27:32.440 30478-30888/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 80000,265,190,151,51,51,74,12,37,51,28,0,0,100369,117029,12,0
06-27 13:27:32.447 30478-31281/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 80000,618,435,129,188,188,75,113,5,188,167,0,0,289197,174212,8,4
06-27 13:27:32.456 30478-31282/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 80001,585,420,109,186,186,71,104,9,186,154,0,0,257307,163680,8,3
06-27 13:27:32.464 30478-31283/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 80001,319,218,141,76,76,66,26,33,76,43,0,0,140560,114542,11,0
06-27 13:27:32.472 30478-31284/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 80000,418,275,151,114,114,68,39,18,114,75,0,0,217469,129121,13,0
06-27 13:27:32.485 30478-30915/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 80000,213,203,81,47,47,71,38,37,47,48,0,0,57053,127492,4,0
06-27 13:27:32.493 30478-31286/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 80001,268,224,125,58,58,85,27,42,58,39,0,0,93346,139542,6,0
06-27 13:27:32.500 30478-31287/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 80001,585,428,123,188,188,88,86,30,188,122,0,0,263236,174590,6,2
06-27 13:27:32.502 30478-31288/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 80000,547,389,139,169,169,84,71,22,169,114,0,0,285853,164093,11,0
06-27 13:27:32.513 30478-31289/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 80003,257,215,136,55,55,88,11,47,55,25,0,0,85695,140095,8,0
06-27 13:27:32.521 30478-31290/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 80004,163,184,102,23,23,87,15,55,23,19,0,0,39455,138964,6,0
06-27 13:27:32.530 30478-31292/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 80004,266,202,128,60,60,78,18,35,60,29,0,0,104529,128653,8,0
06-27 13:27:32.531 30478-31291/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 80001,332,283,144,72,72,98,44,41,72,72,0,0,129906,163465,9,0
06-27 13:27:32.536 30478-31293/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 80000,275,263,132,50,50,96,43,45,50,72,0,0,87883,157739,9,0
06-27 13:27:32.544 30478-31295/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 80001,327,249,93,100,100,69,34,35,100,45,0,0,145993,124737,8,0
06-27 13:27:32.554 30478-31294/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 80001,159,188,108,21,21,93,9,59,21,15,0,0,37024,140049,8,0
06-27 13:27:32.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 80001,187,180,132,25,25,93,5,52,25,10,0,0,47739,138624,8,0
06-27 13:27:32.569 30478-31296/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 80002,191,190,100,34,34,82,23,43,34,31,0,0,49136,136900,5,0
06-27 13:27:42.264 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 90022,499,326,164,127,127,73,81,10,127,116,0,0,224404,142581,8,0
06-27 13:27:42.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 90003,515,360,147,152,152,83,64,24,152,101,0,0,243667,160464,9,0
06-27 13:27:42.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 90001,289,191,159,54,54,71,22,38,54,28,0,0,103116,129019,6,0
06-27 13:27:42.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 90001,287,228,94,84,84,68,25,30,84,46,0,0,104170,121299,6,0
06-27 13:27:42.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 90000,364,306,154,87,87,111,36,57,87,51,0,0,134517,187602,8,0
06-27 13:27:42.428 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 90016,282,232,150,52,52,98,28,40,52,42,0,0,94472,154645,8,0
06-27 13:27:42.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 90001,506,345,107,158,158,52,83,6,158,129,0,0,222388,129944,6,2
06-27 13:27:42.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 90000,296,211,171,56,56,85,13,40,56,30,0,0,111333,133244,12,0
06-27 13:27:42.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 90000,695,490,148,210,210,85,127,6,210,189,0,0,320117,196396,8,2
06-27 13:27:42.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 90001,662,471,129,208,208,79,117,9,208,175,0,0,292252,183256,9,0
06-27 13:27:42.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 90001,359,255,161,83,83,78,32,42,83,52,0,0,154731,134866,11,0
06-27 13:27:42.471 30478-31001/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 90000,472,317,171,128,128,81,45,21,128,87,0,0,245179,148303,12,0
06-27 13:27:42.482 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 90001,237,226,89,53,53,79,42,42,53,52,0,0,64004,142395,4,0
06-27 13:27:42.511 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 90004,296,265,152,64,64,106,16,63,64,32,0,0,100103,168921,9,0
06-27 13:27:42.516 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 90029,311,287,137,68,68,105,38,63,68,51,0,0,107314,172318,6,0
06-27 13:27:42.516 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 90015,609,425,159,183,183,90,84,23,183,129,0,0,312269,177728,12,0
06-27 13:27:42.520 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 90008,177,202,108,26,26,96,17,59,26,21,0,0,43810,152596,6,0
06-27 13:27:42.521 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 90026,690,514,139,223,223,103,105,39,223,149,0,0,308283,208589,7,1
06-27 13:27:42.522 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 90002,307,254,144,69,69,97,25,48,69,40,0,0,119247,156450,8,0
06-27 13:27:42.531 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 90005,373,327,162,81,81,116,49,50,81,80,0,0,145637,190985,9,0
06-27 13:27:42.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 90000,312,302,150,56,56,111,50,53,56,82,0,0,99532,181245,9,0
06-27 13:27:42.541 30478-31010/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 90001,359,276,101,109,109,73,40,41,109,53,0,0,159915,134752,8,0
06-27 13:27:42.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 90001,212,220,148,29,29,110,6,70,29,11,0,0,55033,162751,8,0
06-27 13:27:42.559 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 90010,178,210,125,22,22,105,9,68,22,15,0,0,40274,157208,8,0
06-27 13:27:42.563 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 90000,236,241,110,50,50,95,26,61,50,35,0,0,65834,162832,5,0
06-27 13:27:52.252 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 100009,562,383,180,145,145,89,92,19,145,130,0,0,250987,171188,8,0
06-27 13:27:52.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 100003,577,410,167,170,170,96,70,32,170,112,0,0,270498,182979,9,2
06-27 13:27:52.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 100001,314,226,171,59,59,84,25,50,59,32,0,0,110413,151248,6,0
06-27 13:27:52.403 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 100010,312,248,106,89,89,74,28,35,89,49,0,0,111275,135283,6,0
06-27 13:27:52.415 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 100001,321,287,164,61,61,115,35,61,61,49,0,0,108150,180253,7,0
06-27 13:27:52.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 100000,395,338,170,94,94,121,37,70,94,53,0,0,145760,205921,8,0
06-27 13:27:52.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 100001,541,375,113,169,169,58,90,8,169,140,0,0,233506,142699,5,0
06-27 13:27:52.446 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 100008,324,244,191,59,59,100,15,47,59,37,0,0,118684,154266,11,0
06-27 13:27:52.448 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 100000,786,554,163,243,243,97,137,6,243,207,0,0,363478,221294,7,1
06-27 13:27:52.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 100001,751,529,148,236,236,88,131,12,236,193,0,0,335784,204765,9,6
06-27 13:27:52.471 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 100008,404,297,181,93,93,90,37,51,93,62,0,0,174054,154634,11,2
06-27 13:27:52.472 30478-31001/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 100001,541,372,191,147,147,97,56,27,147,100,0,0,281916,170720,12,0
06-27 13:27:52.481 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 100000,261,251,97,59,59,87,46,46,59,58,0,0,70928,159181,4,0
06-27 13:27:52.498 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 100004,767,578,155,249,249,116,114,45,249,167,0,0,343696,234859,8,3
06-27 13:27:52.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 100000,319,302,160,71,71,119,17,76,71,36,0,0,110535,191636,8,0
06-27 13:27:52.509 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 100023,348,338,149,74,74,120,51,77,74,66,0,0,117086,201917,6,0
06-27 13:27:52.509 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 100009,677,478,179,202,202,102,94,27,202,146,0,0,344005,201021,10,0
06-27 13:27:52.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 100001,197,222,120,29,29,102,19,65,29,25,0,0,48838,164708,6,0
06-27 13:27:52.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 100001,351,297,160,80,80,111,31,59,80,47,0,0,136514,180341,8,0
06-27 13:27:52.534 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 100008,426,370,180,95,95,132,56,56,95,87,0,0,168831,214553,9,0
06-27 13:27:52.535 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 100003,360,352,168,66,66,125,60,63,66,97,0,0,117310,206704,9,0
06-27 13:27:52.550 30478-31010/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 100009,413,322,117,124,124,88,48,44,124,66,0,0,181556,162299,8,0
06-27 13:27:52.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 100001,198,241,142,22,22,120,12,78,22,20,0,0,42614,181058,8,0
06-27 13:27:52.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 100001,243,258,164,34,34,126,11,80,34,18,0,0,64190,185705,8,0
06-27 13:27:52.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 100001,269,269,120,57,57,101,35,65,57,45,0,0,75344,178067,5,0
06-27 13:28:02.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 110001,621,438,196,162,162,103,101,28,162,145,0,0,276241,198334,8,0
06-27 13:28:02.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 110002,636,455,187,187,187,107,75,36,187,125,0,0,298461,206322,10,0
06-27 13:28:02.385 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 110004,350,270,183,68,68,100,31,62,68,40,0,0,122758,175535,7,2
06-27 13:28:02.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 110001,347,273,118,99,99,81,31,40,99,53,0,0,123878,148754,6,0
06-27 13:28:02.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 110001,359,328,178,70,70,129,41,73,70,56,0,0,121685,205219,7,0
06-27 13:28:02.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 110000,424,378,178,100,100,135,46,78,100,65,0,0,155319,229713,8,0
06-27 13:28:02.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 110001,650,464,123,203,203,65,121,10,203,186,0,0,271711,168200,5,0
06-27 13:28:02.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 110000,362,276,211,66,66,114,19,53,66,43,0,0,132549,176479,11,0
